ScenarioIndex,ActionIndex,ActionID,FailureType,CommittedFunctionalRegisters,CommittedProhibitedRegisters,RecoveryPath,TerminalState,AuthorityReason
506,64,ACT-064,NACK,55,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
507,64,ACT-064,TIMEOUT,55,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
508,64,ACT-064,READBACK_MISMATCH,55,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
509,64,ACT-064,HOST_ABORT,55,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
510,64,ACT-064,RESET,55,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
511,64,ACT-064,SCANNER_CONFLICT,55,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
512,64,ACT-064,MMIO_RESET,55,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
513,65,ACT-065,BEFORE_OPERATION,55,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
514,65,ACT-065,NACK,56,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
515,65,ACT-065,TIMEOUT,56,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
516,65,ACT-065,READBACK_MISMATCH,56,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
517,65,ACT-065,HOST_ABORT,56,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
518,65,ACT-065,RESET,56,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
519,65,ACT-065,SCANNER_CONFLICT,56,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
520,65,ACT-065,MMIO_RESET,56,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
521,66,ACT-066,BEFORE_OPERATION,56,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
522,66,ACT-066,NACK,57,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
523,66,ACT-066,TIMEOUT,57,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
524,66,ACT-066,READBACK_MISMATCH,57,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
525,66,ACT-066,HOST_ABORT,57,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
526,66,ACT-066,RESET,57,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
527,66,ACT-066,SCANNER_CONFLICT,57,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
528,66,ACT-066,MMIO_RESET,57,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
529,67,ACT-067,BEFORE_OPERATION,57,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
530,67,ACT-067,NACK,58,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
531,67,ACT-067,TIMEOUT,58,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
532,67,ACT-067,READBACK_MISMATCH,58,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
533,67,ACT-067,HOST_ABORT,58,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
534,67,ACT-067,RESET,58,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
535,67,ACT-067,SCANNER_CONFLICT,58,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
536,67,ACT-067,MMIO_RESET,58,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
537,68,ACT-068,BEFORE_OPERATION,58,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
538,68,ACT-068,NACK,59,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
539,68,ACT-068,TIMEOUT,59,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
540,68,ACT-068,READBACK_MISMATCH,59,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
541,68,ACT-068,HOST_ABORT,59,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
542,68,ACT-068,RESET,59,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
543,68,ACT-068,SCANNER_CONFLICT,59,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
544,68,ACT-068,MMIO_RESET,59,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
545,69,ACT-069,BEFORE_OPERATION,59,25,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
546,69,ACT-069,NACK,60,26,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
547,69,ACT-069,TIMEOUT,60,26,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
548,69,ACT-069,READBACK_MISMATCH,60,26,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
549,69,ACT-069,HOST_ABORT,60,26,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
550,69,ACT-069,RESET,60,26,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
551,69,ACT-069,SCANNER_CONFLICT,60,26,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
552,69,ACT-069,MMIO_RESET,60,26,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
553,70,ACT-070,BEFORE_OPERATION,60,26,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
554,70,ACT-070,NACK,61,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
555,70,ACT-070,TIMEOUT,61,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
556,70,ACT-070,READBACK_MISMATCH,61,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
557,70,ACT-070,HOST_ABORT,61,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
558,70,ACT-070,RESET,61,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
559,70,ACT-070,SCANNER_CONFLICT,61,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
560,70,ACT-070,MMIO_RESET,61,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
561,71,ACT-071,BEFORE_OPERATION,61,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
562,71,ACT-071,NACK,61,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
563,71,ACT-071,TIMEOUT,61,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
564,71,ACT-071,READBACK_MISMATCH,61,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
565,71,ACT-071,HOST_ABORT,61,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
566,71,ACT-071,RESET,61,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
567,71,ACT-071,SCANNER_CONFLICT,61,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
568,71,ACT-071,MMIO_RESET,61,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
569,72,ACT-072,BEFORE_OPERATION,61,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
570,72,ACT-072,NACK,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
571,72,ACT-072,TIMEOUT,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
572,72,ACT-072,READBACK_MISMATCH,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
573,72,ACT-072,HOST_ABORT,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
574,72,ACT-072,RESET,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
575,72,ACT-072,SCANNER_CONFLICT,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
576,72,ACT-072,MMIO_RESET,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
577,73,ACT-073,BEFORE_OPERATION,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
578,73,ACT-073,NACK,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
579,73,ACT-073,TIMEOUT,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
580,73,ACT-073,READBACK_MISMATCH,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
581,73,ACT-073,HOST_ABORT,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
582,73,ACT-073,RESET,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
583,73,ACT-073,SCANNER_CONFLICT,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
584,73,ACT-073,MMIO_RESET,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
585,74,ACT-074,BEFORE_OPERATION,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
586,74,ACT-074,NACK,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
587,74,ACT-074,TIMEOUT,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
588,74,ACT-074,READBACK_MISMATCH,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
589,74,ACT-074,HOST_ABORT,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
590,74,ACT-074,RESET,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
591,74,ACT-074,SCANNER_CONFLICT,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
592,74,ACT-074,MMIO_RESET,62,27,ABORTING->FATAL_RECOVERY_FAILURE,FATAL_RECOVERY_FAILURE,one or more unknown-baseline registers may have committed
