RequestIndex,RequestedBytes,ResultBytes,Result2,CompletionSequence,CompletionMonotonicNs,Classification
1966,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1967,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1968,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1969,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1970,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1971,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1972,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1973,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1974,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1975,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1976,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1977,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1978,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1979,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1980,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1981,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1982,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1983,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1984,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1985,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1986,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1987,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1988,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1989,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1990,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1991,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1992,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1993,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1994,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1995,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1996,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1997,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1998,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
1999,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2000,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2001,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2002,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2003,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2004,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2005,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2006,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2007,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2008,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2009,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2010,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2011,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2012,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2013,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2014,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2015,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2016,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2017,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2018,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2019,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2020,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2021,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2022,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2023,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2024,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2025,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2026,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2027,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2028,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2029,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2030,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2031,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2032,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2033,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2034,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2035,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2036,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2037,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2038,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2039,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2040,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2041,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2042,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2043,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2044,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2045,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2046,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2047,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2048,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2049,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2050,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2051,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2052,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2053,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2054,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2055,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2056,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2057,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2058,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2059,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2060,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2061,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2062,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2063,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2064,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2065,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2066,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2067,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2068,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2069,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2070,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2071,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2072,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2073,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2074,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2075,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2076,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2077,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2078,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2079,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2080,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2081,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2082,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2083,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2084,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2085,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2086,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2087,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2088,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2089,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2090,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2091,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2092,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2093,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2094,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2095,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2096,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2097,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2098,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2099,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2100,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2101,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2102,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2103,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2104,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2105,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2106,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2107,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2108,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2109,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2110,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2111,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2112,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2113,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2114,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2115,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2116,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2117,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2118,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2119,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2120,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2121,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2122,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2123,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2124,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2125,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2126,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2127,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2128,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2129,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2130,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2131,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2132,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2133,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2134,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2135,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2136,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2137,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2138,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
2139,4096,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_DURABLY_REPORTED,NOT_PROVEN
